community_id,forecasted_pattern
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/HuixiangDou/cluster_67.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/Stride-AI-Agents/cluster_0.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/Stride-AI-Agents/cluster_4.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/chipper/cluster_10.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/chipper/cluster_7.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evadb/cluster_1.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evadb/cluster_36.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evadb/cluster_40.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evadb/cluster_90.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evolving-agents/cluster_14.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/evolving-agents/cluster_3.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/fast-graphrag/cluster_2.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/fast-graphrag/cluster_3.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/fast-graphrag/cluster_4.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/fast-graphrag/cluster_6.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/fast-graphrag/cluster_7.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/mindpalace/cluster_3.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/oasis/cluster_1.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/optillm/cluster_29.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/optillm/cluster_33.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/semantic-router/cluster_10.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/semantic-router/cluster_11.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/semantic-router/cluster_13.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/semantic-router/cluster_15.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/semantic-router/cluster_22.py,Retrieval Augmented Generation(RAG) Optimization for LLMs
